id:ID,value
1933,"3469034"
1934,"4008003-1"
1935,"\U0001F1E7\U0001F1F7"
1936,"concept764"
1937,"BR"
1938,"Point(-73.98274899 -7.53472218)"
1939,"BRA"
1940,"CAAqJQgKIh9DQkFTRVFvSUwyMHZNREUxWm5JU0JYQjBMVUpTS0FBUAE"
1941,"Brazil"
1942,"D001938"
1943,"2.16.76"
1944,"f45b47f8-5796-386e-b172-6c31b009a5d8"
1945,""
1946,""
1947,"http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Brazil.svg"
1948,"+3181989"
1949,"99416"
1950,"1822-09-07T00:00:00Z"
1951,"pcrt8MX4DfGUpg"
1952,"Brasil"
1953,"0012068"
1954,"(81)"
1955,"17915-1"
1956,"brasil"
1957,"https://www.gov.br"
1958,"+14"
1959,"http://commons.wikimedia.org/data/main/Data:Brazil.map"
1960,"000977286"
1961,"pays/wd/110123"
1962,"59470"
1963,"BR"
1964,"3005"
1965,"Point(-60.204166666667 5.27)"
1966,"Point(-34.793055555556 -7.1555555555556)"
1967,"ge128817"
1968,"141619"
1969,"724"
1970,"+1.74"
1971,"710"
1972,"10035712"
1973,"BR"
1974,"+7"
1975,"http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Brazil.svg"
1976,"+18"
1977,"http://commons.wikimedia.org/wiki/Special:FilePath/BRA%20orthographic.svg"
1978,"http://commons.wikimedia.org/wiki/Special:FilePath/LocationBrazil.svg"
1979,"15f1bcf6-b6ab-48e8-b708-efed41e43d31"
1980,"+18"
1981,"2--81"
1982,"+0.754"
1983,"+8515767"
1984,"pays/bresil"
1985,"BRA"
1986,"1206830"
1987,"+7"
1988,"184"
1989,"142985214"
1990,"place/Brazil"
1991,"http://commons.wikimedia.org/wiki/Special:FilePath/Botafogo%20banner.jpg"
1992,"+127"
1993,"+220"
1996,"108126"
1997,"+75.723"
1998,"Brazil"
1999,"\U0001F1E7\U0001F1F7"
2000,"BRA"
2001,"00012786n"
2002,"brasilien"
2003,"b\u027E\u0251\u02C8si\u02D0l"
2004,"br\u0250\u02C8z\u02B2il\u02B2\u026Aj\u0259"
2005,"b\u027Ea\u02C8ziw"
2006,"2974"
2007,"brazil"
2008,"076"
2009,"http://commons.wikimedia.org/wiki/Special:FilePath/Lb-Brasilien.ogg"
2010,"http://commons.wikimedia.org/wiki/Special:FilePath/Pt-br-Brasil.ogg"
2011,"http://commons.wikimedia.org/wiki/Special:FilePath/Fr-Br%C3%A9sil.ogg"
2012,"http://commons.wikimedia.org/wiki/Special:FilePath/Es-Brasil.ogg"
2013,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q7913%20%28ron%29-KlaudiuMihaila-Brazilia.wav"
2014,"02643895X"
2015,"3035-720"
2016,"B"
2017,"+55"
2018,"/m/015fr"
2019,"ubr"
2020,"29490249X"
2021,"n79128015"
2022,"Regional/South_America/Brazil/"
2023,"Point(-53 -14)"
2024,"BR"
2025,"brasilien"
2026,"0000 0001 2176 6679"
2027,"Brazil"
2028,"brasilien"
2029,"http://dados.gov.br"
2030,"Brazil"
2031,"1260"
2032,"Brasilien"
2033,"countries/bl"
2034,"Rep\u00FAblica Federativa do Brasil"
2035,"02745c"
2036,"Brasil"
2037,"R\u00E9publique f\u00E9d\u00E9rative du Br\u00E9sil"
2038,"+92.04"
2039,"+92.80"
2040,"+93.07"
2041,"+93.22"
2042,"4020-55853"
2043,"+6.5"
2044,"+6.5"
2045,"+5.7"
2046,"+5.5"
2047,"+4.8"
2048,"Z01.107.757.176"
2049,"brazil"
2050,"85633009"
2051,"153311"
2052,"brasile"
2053,"brasilien"
2054,"country/brazil"
2055,"-14"
2056,"8303"
2057,"003393"
2058,"789-790"
2059,"1jGQEW"
2060,"3483"
2061,"108381"
2062,"8780"
2063,"6483"
2064,"Br\u00E9sil"
2065,"Brazil"
2066,"Brasil"
2067,"Brasile"
2068,"govbr"
2069,"viaf-113145067301666631403"
2070,"lccn-n79128015"
2071,"5040"
2072,"9346"
2073,"Brasile"
2074,"http://commons.wikimedia.org/wiki/Special:FilePath/Brazil%20topo.jpg"
2075,"2143"
2076,"Brasil \u2013 sensational!"
2077,"Q155"
2078,"13494"
2079,"Brazil"
2080,"https://www.cia.gov/library/publications/resources/the-world-factbook/geos/br.html"
2081,"T011017"
2082,"+7.84"
2083,"+7.9"
2084,"+8.05"
2085,"+8.06"
2086,"+8.02"
2087,"+7.6"
2088,"+7.29"
2089,"+7.15"
2090,"+6.88"
2091,"+6.7"
2092,"+7.18"
2093,"+7.32"
2094,"+7.27"
2095,"+6.76"
2096,"+5.95"
2097,"+5.58"
2098,"Brazil"
2099,"3668"
2100,"E97"
2101,"i83346"
2102,"10720"
2103,"102"
2104,"31fhgvzm2hg6014"
2105,"H0005346"
2106,"c_1070"
2107,"p/40d96940-13e3-4ccb-be1c-a144608ca222"
2108,"brazil"
2109,"+398116"
2110,"brazil"
2111,"brazil"
2112,"1500-05-02T00:00:00Z"
2113,"\uBE0C\uB77C\uC9C8"
2114,"08872733-n"
2115,"51c2a4a7-5001-421c-be15-79edc5a1a3a2"
2116,"6878"
2117,"339578723"
2118,"brasilia"
2119,"Y108126"
2120,"18-199102"
2121,"T84-253"
2122,"T115-4402"
2123,"brazil"
2124,"6356"
2125,"Brazilian"
2126,"Brazilians"
2127,"brazil"
2128,"brasileiro"
2129,"brasilianer"
2130,"\u05D1\u05E8\u05D6\u05D9\u05DC\u05D0\u05D9\u05DD"
2131,"brasileira"
2132,"Braziliano"
2133,"brazilano"
2134,"Brasil\u00E4nan"
2135,"\u0628\u0631\u0627\u0632\u064A\u0644\u064A"
2136,"\u0628\u0631\u0627\u0632\u064A\u0644\u064A\u0629"
2137,"\u0628\u0631\u0627\u0632\u064A\u0644\u064A\u0648\u0646"
2138,"\u0431\u0440\u0430\u0437\u0438\u043B\u0435\u0446"
2139,"\u0431\u0440\u0430\u0437\u0438\u043B\u044C\u044F\u043D\u043A\u0430"
2140,"\u0431\u0440\u0430\u0437\u0438\u043B\u044C\u0446\u044B"
2141,"\u0431\u0440\u0430\u0437\u0438\u043B\u044C\u0446\u0456"
2142,"\u0431\u0440\u0430\u0437\u0438\u043B\u0456\u0439\u043A\u0430"
2143,"\u0431\u0440\u0430\u0437\u0438\u043B\u0435\u0446\u044C"
2144,"\u05D1\u05E8\u05D6\u05D9\u05DC\u05D0\u05D9"
2145,"\u05D1\u05E8\u05D6\u05D9\u05DC\u05D0\u05D9\u05EA"
2146,"brazilieni"
2147,"brazilian"
2148,"brazilianc\u0103"
2149,"Brasilianerin"
2150,"Brasilianer"
2151,"\u09AC\u09CD\u09B0\u09BE\u099C\u09BF\u09B2\u09C0\u09AF\u09BC"
2152,"brasiliano"
2153,"brasiliana"
2154,"brasiliani"
2155,"brasiliane"
2156,"brasilera"
2157,"brasile\u00F1o"
2158,"brasile\u00F1a"
2159,"brasilanu"
2160,"brasilana"
2161,"Br\u00E9silien"
2162,"Br\u00E9silienne"
2163,"19559865"
2164,"2285871"
2165,"Yorkshire"
2166,"Point(-1.0833333333333 53.958333333333)"
2167,"http://commons.wikimedia.org/wiki/Special:FilePath/Yorkshire%20-%20British%20Isles.svg"
2168,"http://commons.wikimedia.org/wiki/Special:FilePath/Yorkshire%20banner.jpg"
2169,"/m/094vy"
2170,"2633349"
2171,"8581589"
2172,"135974050"
2173,"n81050764"
2174,"place/Yorkshire-former-county-England"
2175,"Regional/Europe/United_Kingdom/England/Regions/Yorkshire_and_the_Humber/"
2176,"http://yorkshire.com"
2177,"+5234700"
2178,"+23903"
2179,"17450"
2180,"2029707"
2181,"160634"
2182,"00081940n"
2183,"f65533b5-ec0b-44ad-aa76-1f33931028a2"
2184,"pcrtNvO6ulFMmb"
2185,"000984954"
2186,"44769"
2187,"Yorkshireman"
2188,"7008171"
2189,"Yorkshire"
2190,"Yorkshire"
2191,"8484939"
2192,"ge134593"
2193,"4079436-2"
2194,"94491"
2195,"http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Yorkshire.svg"
2196,"Welcome2Yorks"
2197,"lccn-n81050764"
2198,"YRK"
2199,"25249"
2200,"i83443"
2201,"xv8b9dxg575m8fb"
2202,"+272490"
2203,"08905438-n"
2204,"Q217763"
2205,"2113054"
2206,"Pizzas"
2207,"4806"
2208,"\U0001F355"
2209,"4046188-9"
2210,"/m/0663v"
2211,"641.8248"
2212,"http://commons.wikimedia.org/wiki/Special:FilePath/Eq%20it-na%20pizza-margherita%20sep2005%20sml.jpg"
2213,"http://commons.wikimedia.org/wiki/Special:FilePath/A%20Lovely%20Italian%20Food%2C%20Pizza.jpg"
2214,"21479"
2215,"Pizza"
2216,"topic/pizza"
2217,"subject/pizza"
2218,"Pizza"
2219,"http://commons.wikimedia.org/wiki/Special:FilePath/Pizza%20Prosciutto.jpg"
2220,"pizzas"
2221,"pizzas"
2222,"http://wordnet-rdf.princeton.edu/wn30/07873807-n"
2223,"http://wordnet-rdf.princeton.edu/wn31/107804430-n"
2224,"00062694n"
2225,"Pizza"
2226,"pizza"
2227,"pizza"
2228,"3055-36"
2229,"Pizza"
2230,"Pizza"
2231,"scot/16803"
2232,"http://commons.wikimedia.org/wiki/Special:FilePath/Nl-Pizza-article.ogg"
2233,"415411"
2234,"Pizza"
2235,"Pizza"
2236,"Pizza"
2237,"15410"
2238,"memory-alpha:Pizza"
2239,"367"
2240,"\u30D4\u30B6"
2241,"Pizza"
2242,"afset013827"
2243,"http://commons.wikimedia.org/wiki/Special:FilePath/Toicon-icon-avocado-slice.svg"
2244,"Pizza"
2245,"12002171q"
2246,"sh85102546"
2247,"07889783-n"
2248,"\uD53C\uC790"
2249,"http://commons.wikimedia.org/wiki/Special:FilePath/Pasta%20IMG%203985.JPG"
2250,"Pasta"
2251,"14331"
2252,"00979092"
2253,"/m/05z55"
2254,"http://commons.wikimedia.org/wiki/Special:FilePath/Pl-makaron.ogg"
2255,"http://commons.wikimedia.org/wiki/Special:FilePath/Nl-pasta.ogg"
2256,"http://commons.wikimedia.org/wiki/Special:FilePath/De-Pasta.ogg"
2257,"http://commons.wikimedia.org/wiki/Special:FilePath/Fr-p%C3%A2tes%20alimentaires.ogg"
2258,"http://commons.wikimedia.org/wiki/Special:FilePath/Ka-makaroni.ogg"
2259,"http://commons.wikimedia.org/wiki/Special:FilePath/Sv-pasta.ogg"
2260,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q5137%20%28guj%29-Sushant%20savla-%E0%AA%AA%E0%AA%BE%E0%AA%B8%E0%AB%8D%E0%AA%A4%E0%AA%BE.wav"
2261,"8671"
2262,"Pasta"
2263,"topic/pasta"
2264,"91 4900"
2265,"pastas"
2266,"Pasta"
2267,"pasta"
2268,"00002747n"
2269,"2165349"
2270,"Pasta"
2271,"pastasicily"
2272,"pasta"
2273,"300265413"
2274,"467306"
2275,"P\u00E2tes_alimentaires"
2276,"Pasta"
2277,"Pasta"
2278,"4197"
2279,"scot/11677"
2280,"4078186-0"
2281,"pasta"
2282,"2274"
2283,"Pasta"
2284,"95319"
2285,"07879350-n"
2286,"\uD30C\uC2A4\uD0C0"
2287,"119672997"
2288,"sh88004632"
2289,"2354371"
2290,"Point(10.17844677 47.2700279)"
2291,"destination/germany"
2292,"4011882-4"
2293,"D"
2294,"Deutschland"
2295,"00026684n"
2296,"http://commons.wikimedia.org/wiki/Special:FilePath/Germany%20adm%20location%20map.svg"
2297,"9912"
2298,"Regional/Europe/Germany/"
2299,"Bundesrepublik Deutschland"
2300,"Deutschland"
2301,"85752fda-13c4-31a3-bee5-0e5cb1f51dad"
2302,"D"
2303,"4020-55777"
2304,"99109"
2305,"+19"
2306,"+7"
2307,"http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Germany.svg"
2308,"Deutschland"
2309,"127773629"
2310,"deutschland"
2311,"Germany"
2312,"de"
2313,"XX450924"
2314,"51477"
2315,"12628"
2316,"262"
2317,"211"
2318,"218"
2319,"ge135889"
2320,"294913572"
2321,"+18"
2322,"+0.926"
2323,"Einigkeit und Recht und Freiheit"
2324,"http://commons.wikimedia.org/data/main/Data:Germany.map"
2325,"Point(15.04178122 51.27279981)"
2326,"Duitser"
2327,"Deutscher"
2328,"Deutsche"
2329,"tysker"
2330,"tyskar"
2331,"N\u011Bmec"
2332,"N\u011Bmka"
2333,"German"
2334,"Duitse"
2335,"\u043D\u0435\u043C\u0435\u0446"
2336,"\u043D\u0435\u043C\u043A\u0430"
2337,"alem\u00E3o"
2338,"alem\u00E3"
2339,"\u041D\u0435\u043C\u0430\u0446"
2340,"\u041D\u0435\u043C\u0438\u0446\u0430"
2341,"\u041D\u0435\u043C\u0446\u0438"
2342,"german"
2343,"n\u00E9met"
2344,"tysker"
2345,"germano"
2346,"\u043D\u0435\u043C\u0446\u044B"
2347,"\u043D\u0435\u043C\u0441\u043A\u0438"
2348,"alemany"
2349,"allemand"
2350,"allemande"
2351,"Germaniano"
2352,"Deut\u00E4nan"
2353,"alemanya"
2354,"tysk"
2355,"\u10D2\u10D4\u10E0\u10DB\u10D0\u10DC\u10D4\u10DA\u10D8"
2356,"D\u00F6\u00FCdsch\u00E4"
2357,"\u0623\u0644\u0645\u0627\u0646\u064A"
2358,"\u0623\u0644\u0645\u0627\u0646\u064A\u0629"
2359,"\u0623\u0644\u0645\u0627\u0646"
2360,"\u043D\u0456\u043C\u0435\u0446\u044C"
2361,"\u043D\u0456\u043C\u043A\u0435\u043D\u044F"
2362,"\u043D\u0456\u043C\u0446\u0456"
2363,"alemanys"
2364,"\u05D2\u05E8\u05DE\u05E0\u05D9"
2365,"\u05D2\u05E8\u05DE\u05E0\u05D9\u05D9\u05D4"
2366,"\u03B3\u03B5\u03C1\u03BC\u03B1\u03BD\u03CC\u03C2"
2367,"\u03B3\u03B5\u03C1\u03BC\u03B1\u03BD\u03AF\u03B4\u03B1"
2368,"\u03B3\u03B5\u03C1\u03BC\u03B1\u03BD\u03BF\u03AF"
2369,"\u03B3\u03B5\u03C1\u03BC\u03B1\u03BD\u03AF\u03B4\u03B5\u03C2"
2370,"germani"
2371,"nem\u021Boaic\u0103"
2372,"\u099C\u09BE\u09B0\u09CD\u09AE\u09BE\u09A8"
2373,"tedesco"
2374,"tedesca"
2375,"tedeschi"
2376,"tedesche"
2377,"deutx"
2378,"alem\u00E1n"
2379,"alemana"
2380,"N\u011Bmcy"
2381,"N\u011Bmka"
2382,"N\u011Bmc"
2383,"sakslased"
2384,"tyskarinne"
2385,"Almaenwr"
2386,"Almaenes"
2387,"Almaenwyr"
2388,"Allemande"
2389,"Allemand"
2390,"pays/allemagne"
2391,"2101"
2392,"+65.25"
2393,"+5"
2394,"object_149273"
2395,"105087"
2396,"Germany"
2397,"3451"
2398,"10044480"
2399,"+100"
2400,"+50"
2401,"+2.3"
2402,"688c9343-7208-41cb-8997-a4c2d3a429e6"
2403,"15494"
2404,"subject/G/germany/2767"
2405,"germania"
2406,"\u02C8t\u028Fskl\u0251n"
2407,"\u02C8d\u0254\u026A\u032F\u02A7lant"
2408,"276"
2409,"Point(5.86636662 51.05110016)"
2410,"+49"
2411,"18012-3"
2412,"ude"
2413,"GM"
2414,"tyskland"
2415,"0000 0001 2285 4945"
2416,"5497"
2417,"tyskland"
2418,"deutschland"
2419,"+83149300"
2420,"7000084"
2421,"00561571"
2422,"2921044"
2423,"\U0001F1E9\U0001F1EA"
2424,"concept904"
2425,"germania"
2426,"germany"
2427,"DEU"
2428,"Bundesrepublik Deutschland"
2429,"Germany"
2430,"02-A000050560"
2431,"https://travel.stackexchange.com/tags/germany"
2432,"D005858"
2433,"world/germany"
2434,"http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Germany.svg"
2435,"http://commons.wikimedia.org/wiki/Special:FilePath/Relief%20Map%20of%20Germany.svg"
2436,"2.16.276"
2437,"0"
2438,"DE"
2439,"/m/0345h"
2440,""
2441,"+18"
2442,"000981369"
2443,"DE"
2444,"Point(8.66919994 54.91120841)"
2445,"DE"
2446,"+1.39"
2447,"+357400"
2448,"Tyskland"
2449,"+5"
2450,"+5"
2451,"+5"
2452,"+5"
2453,"+6"
2454,"+6"
2455,"+6"
2456,"+6"
2457,"+5"
2458,"+5"
2459,"+6"
2460,"+6"
2461,"+6"
2462,"+6"
2463,"+5"
2464,"+5"
2465,"place:germany"
2466,"12205186t"
2467,"152996644"
2468,"11930867z"
2469,"http://commons.wikimedia.org/wiki/Special:FilePath/EU-Germany.svg"
2470,"http://commons.wikimedia.org/wiki/Special:FilePath/LocationGermany.svg"
2471,"http://commons.wikimedia.org/wiki/Special:FilePath/Germany%20on%20the%20globe%20%28Europe%20centered%29.svg"
2472,"2e3befc0-e70a-41c7-b6cb-2f8f0d69a7db"
2473,"GER"
2474,"1210272"
2475,"601"
2476,"2979"
2477,"place/Germany"
2478,"http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96tlingen%20-%20Panoramaansicht%20klein%20banner.jpg"
2479,"+230"
2480,"+80.8"
2481,"5c2cabf59cadd9002bc0c090"
2482,"\u0413\u0435\u0440\u043C\u0430\u043D\u0438\u044F"
2483,"\u041D\u0456\u043C\u0435\u0447\u0447\u0438\u043D\u0430"
2484,"\U0001F1E9\U0001F1EA"
2485,"N\u011Bmecko"
2486,"Germania"
2487,"\u0413\u0435\u0440\u043C\u0430\u043D\u0438\u044F"
2488,"Allemagne"
2489,"Saksamaa"
2490,"N\u011Bmska"
2491,"Nimska"
2492,"Nemecko"
2493,"80"
2494,"germany"
2495,"http://commons.wikimedia.org/wiki/Special:FilePath/De-Deutschland.ogg"
2496,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q7026%20%28cat%29-Millars-Alemanya.wav"
2497,"http://commons.wikimedia.org/wiki/Special:FilePath/Lb-D%C3%A4itschland.ogg"
2498,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q9027%20%28swe%29-Salgo60-Tyskland.wav"
2499,"http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q7913%20%28ron%29-KlaudiuMihaila-Germania.wav"
2500,"030685435"
2501,"D"
2502,"23424829"
2503,"n80125931"
2504,"+33333"
2505,"Point(10 51)"
2506,"0053C1690F"
2507,"deutschland"
2508,"bundesrepublik-deutschland"
2509,"Germany"
2510,"1300"
2511,"Deutschland"
2512,"+41.2"
2513,"countries/gw"
2514,"+9.19"
2515,"+9.35"
2516,"tyskland"
2517,"germany"
2518,"Point(10.447777777778 51.163333333333)"
2519,"+12.6"
2520,"06484b"
2522,"0220737"
2523,"85633111"
2524,"529087"
2525,"https://www.deutschland.de/en"
2526,"7207"
2527,"7118"
2528,"003352"
2529,"400-440"
2530,"VwiQvi"
2531,"3002"
2532,"germania"
2533,"Allemagne"
2534,"Germany"
2535,"Alemania"
2536,"Alemania"
2537,"Germania"
2538,"pays/wd/104884"
2539,"32785"
2540,"lccn-n80125931"
2541,"germany:Germany"
2542,"countries:Germany"
2543,"cryptids12-everything:Germany"
2544,"\u30C9\u30A4\u30C4"
2545,"+99"
2546,"a10958964"
2547,"000018732"
2548,"000000112"
2549,"000000337"
2550,"000023054"
2551,"1318"
2552,"almanya"
2553,"Germany"
2554,"D/Deutschland"
2555,"1949-05-23T00:00:00Z"
2556,"0919-01-01T00:00:00Z"
2557,"germany"
2558,"Germany"
2559,"456"
2560,"A10"
2561,"Z01.542.315"
2562,"i82954"
2563,"11122"
2564,"UsefulNotes/Germany"
2565,"8496143413569250651"
2566,"1588421523"
2567,"10438"
2568,"H0005517"
2569,"Germany"
2570,"germany"
2571,"p/a7cbf121-4ac8-4cbd-af7d-4d6d25cd7efb"
2572,"2bde846d-48ca-4ac0-880c-91f4fe24c210"
2573,"682b10e6-8392-4831-aa5a-1d734846f78f"
2574,"deutschland"
2575,"\uB3C5\uC77C"
2576,"08784821-n"
2577,"-45.9"
2578,"\u0623\u0644\u0645\u0627\u0646\u064A\u0627"
2579,"4372"
2580,"germany"
2581,"337912931"
2582,"duiska"
2583,"Y105087"
2584,"18-177448"
2585,"c77jz3md4rdt"
2586,"T84-600"
2587,"T115-306"
2588,"283"
2589,"4099"
2590,"19554996"
2591,"2044274"
2592,"71559485"
2593,"12145391X"
2594,"no95049848"
2595,"00826244"
2596,"http://commons.wikimedia.org/wiki/Special:FilePath/George-W-Bush.jpeg"
2597,"0000 0001 2102 267X"
2598,"George W. Bush"
2599,"06564917-bdd2-4fb6-bcdc-be9e0c04f7ac"
2600,"052602087"
2601,"1946-07-06T00:00:00Z"
2602,"jo20010084899"
2603,"222343"
2604,"000026852"
2605,"XX1601283"
2606,"220363684"
2607,"49867118"
2608,"135678148"
2609,"/m/09b6zr"
2610,"George W. Bush"
2611,"a10808255"
2612,"4618"
2613,"00000022816"
2614,"000138016"
2615,"A25201207"
2616,"000295407"
2617,"nm0124133"
2618,"147471"
2619,"P00000455"
2620,"1674"
2621,"152980"
2622,"George W. Bush"
2623,"+2"
2624,"George Walker Bush"
2625,"I00366455"
2626,"celebrity/george_w_bush"
2627,"102376"
2628,"p301705"
2629,"309101"
2630,"363849"
2631,"george-w-bush"
2632,"19920"
2633,"162115"
2634,"1424193"
2635,"17242"
2636,"184999"
2637,"0248948"
2638,"https://georgewbush.com/"
2639,"360/000022294"
2640,"3924658"
2641,"Bush-4"
2642,"OL32375A"
2643,"biography/George-W-Bush"
2644,"n01016676"
2645,"person/B/george-w-bush/5369"
2646,"person/george-w-bush"
2647,"us-news/george-bush"
2648,"George-W-Bush"
2649,"w6hz22q4"
2650,"1316042c-f908-4e67-9c66-70c8eea5016d"
2651,"175709"
2652,"175710"
2653,"445187"
2654,"172585"
2655,"George_Bush_(3)"
2656,"10575180"
2657,"18766179"
2658,"1506933"
2659,"48982"
2660,"Bush, George W. (George Walker), 1946-"
2661,"pe/002814"
2662,"19435"
2663,"4025353"
2664,"george-walker-bush"
2665,"+183"
2666,"bush-george-walker"
2667,"A029467"
2668,"mp90495"
2669,"19011"
2670,"54897419"
2671,"87754"
2672,"19011"
2673,"BushGeorgeW(GeorgeWalker)1946-"
2674,"wt79cngf5fv117n"
2675,"George_W._Bush"
2676,"4005-4660"
2677,"3005-16829"
2678,"28055"
2679,"george-walker-bush"
2680,"george-walker-bush"
2681,"george-walker-bush"
2682,"7718780"
2683,"899"
2684,"1968-01-01T00:00:00Z"
2685,"26545"
2686,"KAC200103899"
2687,"6000000000516320779"
2688,"78761"
2689,"p32268.htm#i322679"
2690,"pg.009"
2691,"http://commons.wikimedia.org/wiki/Special:FilePath/GeorgeWBush%20Signature.svg"
2692,"personnage/wd/110627"
2693,"28776"
2694,"George_W._Bush"
2695,"George_W._Bush"
2696,"George_W._Bush"
2697,"lccn-no95049848"
2698,"george-w-bush"
2699,"93544"
2700,"000222456"
2701,"55025"
2702,"1266452"
2703,"87097968189799"
2704,"a11204655"
2705,"DA12967316"
2706,"0000461789"
2707,"000332426"
2708,"000081259"
2709,"02-A013459914"
2710,"9810558404805606"
2711,"183017"
2712,"1012G3605F"
2713,"000601571"
2714,"12145391X"
2715,"vtls2654026"
2716,"a1321479"
2717,"10607"
2718,"69406"
2719,"5B04E702F2D0315E"
2720,"42351"
2722,"ncf10582791"
2723,"987007259258305171"
2724,"LNB:imA;=Bn"
2725,"vtls007106544"
2726,"52509"
2727,"18-195179"
2728,"1100044"
2729,"georgewbush"
2730,"georgewbush"
2731,"George_W._Bush"
2732,"i94609"
2733,"13747"
2734,"bushg"
2735,"p=george+walker;n=bush"
2736,"290952"
2737,"George W. Bush"
2738,"U9628"
2739,"10895517-n"
2740,"george-w-bush-4775"
2741,"george-bush-1"
2742,"19586370"
2743,"Right angles"
2744,"4827508-6"
2745,"http://commons.wikimedia.org/wiki/Special:FilePath/Prav%C3%BD%20%C3%BAhel.png"
2746,"http://commons.wikimedia.org/wiki/Special:FilePath/Thales%20inscribed%20angle.gif"
2747,"/m/02p0wnz"
2748,"0158749"
2749,"RightAngle"
2750,"+90"
2751,"+1.57"
2752,"topic/right-angle"
2753,"032533"
2754,"rechter-winkel"
2755,"scot/1190"
2756,"94128814"
2757,"2--4585"
2758,"MT"
2759,"MLT"
2760,"470"
2761,"http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Malta.svg"
2762,"Malta"
2763,"Point(14.5 35.883333333333)"
2764,"365307"
2765,"http://commons.wikimedia.org/wiki/Special:FilePath/EU-Malta.svg"
2766,"http://commons.wikimedia.org/wiki/Special:FilePath/Malta%20on%20the%20globe%20%28Europe%20centered%29.svg"
2767,"http://commons.wikimedia.org/wiki/Special:FilePath/Coat%20of%20arms%20of%20Malta.svg"
2768,"http://commons.wikimedia.org/wiki/Special:FilePath/Malta%20Valletta%20banner.jpg"
2769,"+356"
2770,"00567498"
2771,"Regional/Europe/Malta/"
2772,"MLT"
2773,"Malta"
2774,"050c94f7-1413-3a34-bb90-4a94f3bb2084"
2775,"/m/04v3q"
2776,"4037257-1"
2777,"MT"
2778,"2562770"
2779,"+465292"
2780,"25440"
2781,"\u02C8m\u0251lt\u0251"
2782,"\u02C8mal\u02B2t\u0259"
2783,"\u02C8m\u0250lt\u0250"
2784,"\u02C8m\u0252lt\u0259"
2785,"http://www.gov.mt/"
2786,"278"
2787,"Maltese"
2788,"m\u00E1ltai"
2789,"Maltano"
2790,"Malte\u00E4nan"
2791,"\u0645\u0627\u0644\u0637\u064A"
2792,"\u0645\u0627\u0644\u0637\u064A\u0629"
2793,"\u0645\u0627\u0644\u0637\u064A\u0648\u0646"
2794,"\u043C\u0430\u043B\u044C\u0442\u0438\u0439\u0446\u044B"
2795,"\u043C\u0430\u043B\u044C\u0442\u0456\u0454\u0446\u044C"
2796,"\u043C\u0430\u043B\u044C\u0442\u0456\u0439\u043A\u0430"
2797,"\u043C\u0430\u043B\u044C\u0442\u0456\u0439\u0446\u0456"
2798,"maltez"
2799,"maltez\u0103"
2800,"\u05DE\u05DC\u05D8\u05D6\u05D9"
2801,"\u05DE\u05DC\u05D8\u05D6\u05D9\u05EA"
2802,"maltezi"
2803,"\u09AE\u09BE\u09B2\u09CD\u099F\u09C0\u09AF\u09BC"
2804,"maltese"
2805,"maltesi"
2806,"malti"
2807,"malt\u00E9s"
2808,"maltesa"
2809,"Maltano"
2810,"Maltais"
2811,"Maltaise"
2812,"+6"
2813,"+18"
2814,"+230"
2815,"n79145770"
2816,"place/Malta"
2817,"Point(14.23 36.08)"
2818,"+316.0"
2819,"+18"
2820,"+18"
2821,"malta"
2822,"8075"
2823,"+0.839"
2824,"Malta"
2825,"99144"
2826,"\U0001F1F2\U0001F1F9"
2827,"pays/malte"
2828,"Point(14.51625165 35.80623721)"
2829,"Point(14.57650043 35.86131012)"
2830,"Point(14.1835615 36.0694725)"
2831,"malta"
2832,"7005729"
2833,"17013-6"
2834,"105323"
2835,"concept914"
2836,"M"
2837,"10044725"
2838,"430"
2839,"+62"
2840,"D008319"
2841,"Maltsk\u00E1 republika"
2842,"Republic of Malta"
2843,"Repubblika ta' Malta"
2844,"Malta"
2845,"Malta"
2846,"la R\u00E9publique de Malte"
2847,"153302"
2848,"00053046n"
2849,"3f028154-44f4-4b75-a280-2f6a7607dcae"
2850,"+2795"
2851,"1964-09-21T00:00:00Z"
2852,"ge129942"
2853,"2171124"
2854,"+1.38"
2855,"215"
2856,"229"
2857,"248"
2858,"249"
2859,"256"
2860,"malta"
2861,"1207170"
2862,"12210949t"
2863,"119450555"
2864,"0053B2841"
2865,"malta"
2866,"http://commons.wikimedia.org/data/main/Data:Malta.map"
2867,"61423"
2868,"65868"
2869,"09574a"
2870,"2.16.470"
2871,"4847"
2872,"000977684"
2873,"+81.79756"
2874,"umt"
2875,"MLT"
2876,"MT"
2877,"147680224"
2878,"108509"
