:START_ID,:END_ID,:TYPE
Q144,Q54502633,P2283
Q144,1614,P244
Q144,1615,P5395
Q144,1616,P5337
Q144,1617,P268
Q144,1618,P5250
Q144,1619,P5397
Q144,1620,P4212
Q144,1621,P5247
Q144,1622,P6382
Q144,1623,P2347
Q144,1624,P1190
Q144,1625,P3106
Q144,1626,P5420
Q144,1627,P6760
Q144,1628,P1014
Q144,1629,P7033
Q144,1630,P7157
Q144,1631,P1296
Q144,1632,P486
Q144,1633,P989
Q144,1634,P3031
Q144,1635,P51
Q144,1636,P902
Q144,1637,P3180
Q144,1638,P7818
Q144,1639,P7829
Q144,1640,P7827
Q144,1641,P7832
Q144,1642,P7822
Q144,1643,P1256
Q144,1644,P2716
Q144,1645,P6900
Q144,1646,P8408
Q144,1647,P1282
Q144,1648,P672
Q144,1649,P10
Q144,1650,P8540
Q144,1651,P950
Q144,1652,P7844
Q144,1653,P8248
Q144,Q104224564,P1672
Q144,Q826031,P1672
Q144,1654,P443
Q144,1655,P3847
Q144,Q104595156,P8989
Q144,1656,P7807
Q144,1657,P7329
Q144,1658,P8972
Q144,1659,P7506
Q144,1660,P5184
Q144,1661,P3553
Q144,Q465924,P2579
Q144,1662,P4527
Q144,1663,P8647
Q144,1664,P8814
Q144,1665,P8672
Q144,Q23766486,P2738
Q144,1666,P9281
Q144,1667,P18
Q144,1668,P1319
Q144,1669,P9545
Q147,1670,P373
Q147,Q146,P279
Q147,Q12038335,P279
Q147,1671,P646
Q147,1672,P18
Q147,1673,P935
Q147,1674,P3827
Q147,1675,P1225
Q147,1676,P10
Q147,Q55242483,P910
Q147,1677,P1245
Q147,1678,P6366
Q147,1679,P8408
Q147,1680,P2581
Q147,1681,P8061
Q147,1682,P8814
Q148,1683,P1549
Q148,1684,P1549
Q148,1685,P1549
Q148,1686,P1549
Q148,1687,P1549
Q148,1688,P1549
Q148,1689,P1549
Q148,1690,P1549
Q148,1691,P1549
Q148,1692,P1549
Q148,1693,P1549
Q148,1694,P1549
Q148,1695,P1549
Q148,1696,P1549
Q148,1697,P1549
Q148,1698,P1549
Q148,1699,P1549
Q148,1700,P1549
Q148,1701,P1549
Q148,1702,P1549
Q148,1703,P1549
Q148,1704,P1549
Q148,1705,P1549
Q148,1706,P1549
Q148,1707,P1549
Q148,1708,P1549
Q148,1709,P1549
Q148,1710,P1549
Q148,1711,P1549
Q148,1712,P1549
Q148,1713,P1549
Q148,1714,P1549
Q148,1715,P1549
Q148,1716,P1549
Q148,1717,P1549
Q148,1718,P1549
Q148,1719,P1549
Q148,1720,P1549
Q148,1721,P1549
Q148,1722,P1549
Q148,1723,P1549
Q148,1724,P1549
Q148,1725,P1549
Q148,1726,P1549
Q148,1727,P244
Q148,1728,P1448
Q148,1729,P1036
Q148,Q249203,P1304
Q148,Q13365337,P1151
Q148,1730,P935
Q148,Q30,P530
Q148,Q159,P530
Q148,Q801,P530
Q148,Q155,P530
Q148,Q38,P530
Q148,Q183,P530
Q148,Q1011,P530
Q148,Q34020,P530
Q148,Q711,P530
Q148,Q408,P530
Q148,Q805,P530
Q148,Q403,P530
Q148,Q334,P530
Q148,Q212,P530
Q148,Q851,P530
Q148,Q858,P530
Q148,Q884,P530
Q148,Q928,P530
Q148,Q184,P530
Q148,Q17,P530
Q148,Q43,P530
Q148,Q843,P530
Q148,Q902,P530
Q148,Q423,P530
Q148,Q232,P530
Q148,Q668,P530
Q148,Q41,P530
Q148,Q712,P530
Q148,Q878,P530
Q148,Q40,P530
Q148,Q983,P530
Q148,Q83311,P530
Q148,Q15,P530
Q148,Q889,P530
Q148,Q227,P530
Q148,Q419,P530
Q148,Q458,P530
Q148,Q79,P530
Q148,Q954,P530
Q148,Q953,P530
Q148,Q881,P530
Q148,Q717,P530
Q148,Q686,P530
Q148,Q77,P530
Q148,Q145,P530
Q148,Q1036,P530
Q148,Q948,P530
Q148,Q754,P530
Q148,Q678,P530
Q148,Q945,P530
Q148,Q869,P530
Q148,Q924,P530
Q148,Q863,P530
Q148,Q39,P530
Q148,Q34,P530
Q148,Q730,P530
Q148,Q1049,P530
Q148,Q854,P530
Q148,Q29,P530
Q148,Q958,P530
Q148,Q258,P530
Q148,Q1045,P530
Q148,Q1044,P530
Q148,Q1042,P530
Q148,Q1041,P530
Q148,Q1039,P530
Q148,Q683,P530
Q148,Q1037,P530
Q148,Q218,P530
Q148,Q971,P530
Q148,Q45,P530
Q148,Q36,P530
Q148,Q691,P530
Q148,Q804,P530
Q148,Q219060,P530
Q148,Q20,P530
Q148,Q1033,P530
Q148,Q664,P530
Q148,Q55,P530
Q148,Q837,P530
Q148,Q1030,P530
Q148,Q836,P530
Q148,Q1029,P530
Q148,Q1028,P530
Q148,Q96,P530
Q148,Q1027,P530
Q148,Q1025,P530
Q148,Q912,P530
Q148,Q826,P530
Q148,Q833,P530
Q148,Q1020,P530
Q148,Q1019,P530
Q148,Q32,P530
Q148,Q37,P530
Q148,Q1016,P530
Q148,Q1014,P530
Q148,Q819,P530
Q148,Q813,P530
Q148,Q710,P530
Q148,Q114,P530
Q148,Q766,P530
Q148,Q1008,P530
Q148,Q27,P530
Q148,Q796,P530
Q148,Q252,P530
Q148,Q189,P530
Q148,Q1007,P530
Q148,Q1006,P530
Q148,Q769,P530
Q148,Q117,P530
Q148,Q1000,P530
Q148,Q33,P530
Q148,Q702,P530
Q148,Q986,P530
Q148,Q736,P530
Q148,Q574,P530
Q148,Q977,P530
Q148,Q35,P530
Q148,Q974,P530
Q148,Q213,P530
Q148,Q229,P530
Q148,Q241,P530
Q148,Q224,P530
Q148,Q970,P530
Q148,Q917,P530
Q148,Q222,P530
Q148,Q262,P530
Q148,Q916,P530
Q148,Q781,P530
Q148,Q414,P530
Q148,Q778,P530
Q148,Q31,P530
Q148,Q16,P530
Q148,Q929,P530
Q148,Q962,P530
Q148,Q424,P530
Q148,Q657,P530
Q148,Q244,P530
Q148,Q750,P530
Q148,Q963,P530
Q148,Q219,P530
Q148,Q967,P530
Q148,Q298,P530
Q148,Q921,P530
Q148,Q399,P530
Q148,Q1246,P530
Q148,Q237,P530
Q148,Q28,P530
Q148,Q3624078,P31
Q148,Q842112,P31
Q148,Q859563,P31
Q148,Q1520223,P31
Q148,Q6256,P31
Q148,Q465613,P31
Q148,Q48,P30
Q148,Q956,P36
Q148,Q727694,P37
Q148,Q39099,P38
Q148,1731,P41
Q148,Q711,P47
Q148,Q232,P47
Q148,Q813,P47
Q148,Q863,P47
Q148,Q843,P47
Q148,Q668,P47
Q148,Q837,P47
Q148,Q917,P47
Q148,Q836,P47
Q148,Q819,P47
Q148,Q881,P47
Q148,Q159,P47
Q148,Q423,P47
Q148,Q889,P47
Q148,Q884,P47
Q148,Q17,P47
Q148,Q156136,P85
Q148,Q38900,P78
Q148,Q11837308,P78
Q148,Q11837483,P78
Q148,Q131147,P163
Q148,Q956,P150
Q148,Q11736,P150
Q148,Q21208,P150
Q148,Q46913,P150
Q148,Q41079,P150
Q148,Q43934,P150
Q148,Q45208,P150
Q148,Q19206,P150
Q148,Q8686,P150
Q148,Q16963,P150
Q148,Q16967,P150
Q148,Q40956,P150
Q148,Q41705,P150
Q148,Q57052,P150
Q148,Q43407,P150
Q148,Q43684,P150
Q148,Q46862,P150
Q148,Q45761,P150
Q148,Q15175,P150
Q148,Q15176,P150
Q148,Q42200,P150
Q148,Q11725,P150
Q148,Q19770,P150
Q148,Q47097,P150
Q148,Q43194,P150
Q148,Q8646,P150
Q148,Q17269,P150
Q148,Q47974,P150
Q148,Q42392,P150
Q148,Q45833,P150
Q148,Q57448,P150
Q148,Q34800,P150
Q148,Q14773,P150
Q148,Q19211,P194
Q148,1732,P242
Q148,1733,P242
Q148,1734,P297
Q148,1735,P298
Q148,1736,P299
Q148,Q691994,P209
Q148,Q2682024,P209
Q148,1737,P94
Q148,Q1143153,P421
Q148,Q6985,P421
Q148,1738,P373
Q148,Q187327,P237
Q148,1739,P571
Q148,Q513,P610
Q148,Q1065,P463
Q148,Q7825,P463
Q148,Q485207,P463
Q148,Q19771,P463
Q148,Q170481,P463
Q148,Q191384,P463
Q148,Q827525,P463
Q148,Q656801,P463
Q148,Q1043527,P463
Q148,Q899770,P463
Q148,Q340195,P463
Q148,Q384535,P463
Q148,Q7886981,P463
Q148,Q188822,P463
Q148,Q3772571,P463
Q148,Q37470,P463
Q148,Q8475,P463
Q148,Q1480793,P463
Q148,Q842490,P463
Q148,Q233611,P463
Q148,Q7809,P463
Q148,Q5611262,P463
Q148,Q17495,P463
Q148,Q376150,P463
Q148,Q162656,P463
Q148,Q170424,P463
Q148,Q7817,P463
Q148,Q243630,P463
Q148,Q189062,P463
Q148,1740,P625
Q148,Q59261,P208
Q148,Q196627,P832
Q148,Q131772,P832
Q148,Q38964,P832
Q148,Q718778,P832
Q148,Q47499,P832
Q148,Q10881633,P832
Q148,Q14942952,P832
Q148,Q14931580,P832
Q148,Q1145566,P832
Q148,1741,P402
Q148,1742,P948
Q148,1743,P474
Q148,Q15031,P35
Q148,Q18111,P6
Q148,1744,P1082
Q148,1745,P1082
Q148,1746,P901
Q148,Q7435401,P910
Q148,Q1411230,P910
Q148,1747,P1566
Q148,1748,P1705
Q148,1749,P1705
Q148,Q7521902,P1740
Q148,Q678259,P1343
Q148,Q4173137,P1343
Q148,Q19180675,P1343
Q148,Q602358,P1343
Q148,Q2657718,P1343
Q148,Q4114391,P1343
Q148,Q29520,P706
Q148,1750,P998
Q148,Q29520,P361
Q148,Q27231,P361
Q148,1751,P982
Q148,1752,P984
Q148,1753,P227
Q148,1754,P646
Q148,Q4122271,P1313
Q148,Q13426199,P1365
Q148,Q4120908,P1365
Q148,Q15904324,P1365
Q148,Q15905301,P1365
Q148,Q15909533,P1365
Q148,1755,P856
Q148,1756,P856
Q148,1757,P898
Q148,1758,P898
Q148,1759,P2258
Q148,Q792880,P1589
Q148,1760,P2612
Q148,Q14565199,P1622
Q148,Q839778,P2633
Q148,1761,P1198
Q148,1762,P268
Q148,Q24288454,P2853
Q148,Q1378312,P2853
Q148,Q2335539,P2853
Q148,1763,P2884
Q148,Q2807090,P2852
Q148,Q25648823,P2852
Q148,Q25648851,P2852
Q148,Q862552,P2184
Q148,1764,P1813
Q148,1765,P1813
Q148,1766,P1813
Q148,1767,P1813
Q148,1768,P1813
Q148,1769,P1813
Q148,1770,P1813
Q148,1771,P1813
Q148,1772,P1813
Q148,1773,P1813
Q148,1774,P1813
Q148,1775,P1813
Q148,1776,P1813
Q148,1777,P1813
Q148,1778,P1813
Q148,1779,P1813
Q148,1780,P1813
Q148,1781,P1813
Q148,1782,P1813
Q148,1783,P1332
Q148,1784,P3221
Q148,1785,P3106
Q148,1786,P3270
Q148,1787,P214
Q148,1788,P2997
Q148,1789,P3238
Q148,1790,P2046
Q148,1791,P1081
Q148,Q22828645,P2959
Q148,Q42311019,P2959
Q148,Q42311022,P2959
Q148,1792,P2924
Q148,1793,P3417
Q148,1794,P3422
Q148,1795,P1333
Q148,1796,P1334
Q148,1797,P1335
Q148,1798,P949
Q148,1799,P3612
Q148,Q6482558,P1465
Q148,Q7463297,P1464
Q148,Q865,P1336
Q148,1800,P2347
Q148,1801,P3509
Q148,1802,P1667
Q148,Q7062091,P1792
Q148,Q9069788,P1792
Q148,1803,P3911
Q148,Q17682786,P1424
Q148,Q8005471,P1424
Q148,1804,P4210
Q148,Q42740,P172
Q148,Q36692,P172
Q148,Q1187403,P172
Q148,Q183573,P172
Q148,Q187985,P172
Q148,Q46118,P172
Q148,Q209959,P172
Q148,Q461282,P172
Q148,Q673161,P172
Q148,Q715978,P172
Q148,Q145665,P172
Q148,Q370868,P172
Q148,Q275453,P172
Q148,Q588574,P172
Q148,Q476550,P172
Q148,Q4208066,P172
Q148,Q309381,P172
Q148,Q857626,P172
Q148,Q216096,P172
Q148,1805,P1225
Q148,1806,P2982
Q148,1807,P2981
Q148,Q50686,P122
Q148,Q193852,P122
Q148,Q4198907,P122
Q148,Q179164,P122
Q148,Q1520223,P122
Q148,1808,P4427
Q148,1809,P3984
Q148,1810,P2581
Q148,Q655407,P1906
Q148,Q47185282,P1552
Q148,1811,P4841
Q148,1812,P2979
Q148,1813,P2979
Q148,1814,P2979
Q148,1815,P4973
Q148,1816,P5019
Q148,1817,P4211
Q148,Q5460604,P5008
Q148,Q54439832,P5008
Q148,Q7112227,P5125
Q148,1818,P5180
Q148,1819,P3896
Q148,1820,P4342
Q148,1821,P213
Q148,1822,P5198
Q148,1823,P5400
Q148,1824,P1482
Q148,1825,P1417
Q148,Q29520,P1889
Q148,1826,P5167
Q148,1827,P3743
Q148,1828,P5573
Q148,Q13196750,P5658
Q148,1829,P3222
Q148,1830,P2250
Q148,1831,P691
Q148,1832,P3175
Q148,1833,P3024
Q148,1834,P3068
Q148,1835,P487
Q148,Q17427,P112
Q148,Q83973,P740
Q148,1836,P5905
Q148,1837,P3553
Q148,1838,P5250
Q148,1839,P6573
Q148,1840,P4801
Q148,1841,P4839
Q148,Q9186,P2936
Q148,Q12952528,P2936
Q148,Q12952530,P2936
Q148,Q12953553,P2936
Q148,Q12952250,P2936
Q148,Q12628803,P2936
Q148,Q3138832,P2936
Q148,Q674990,P2936
Q148,Q1367309,P2936
Q148,Q784502,P2936
Q148,Q769809,P2936
Q148,Q832026,P2936
Q148,Q1115317,P2936
Q148,Q2252191,P2936
Q148,Q953082,P2936
Q148,Q246122,P2936
Q148,Q727694,P2936
Q148,Q926742,P2936
Q148,Q934738,P2936
Q148,Q720192,P2936
Q148,Q3414352,P2936
Q148,Q1055287,P2936
Q148,Q1012917,P2936
Q148,Q2475478,P2936
Q148,Q3436700,P2936
Q148,Q1108934,P2936
Q148,Q2422759,P2936
Q148,Q1094190,P2936
Q148,Q4902547,P2936
Q148,Q4923414,P2936
Q148,Q2498808,P2936
Q148,Q6931494,P2936
Q148,Q6862618,P2936
Q148,Q6827993,P2936
Q148,Q4830439,P2936
Q148,Q3442330,P2936
Q148,Q4832486,P2936
Q148,Q6895060,P2936
Q148,Q4832535,P2936
Q148,Q3441122,P2936
Q148,Q5061915,P2936
Q148,Q6944445,P2936
Q148,Q2605689,P2936
Q148,Q2625410,P2936
Q148,Q4925096,P2936
Q148,Q4997235,P2936
Q148,Q7033959,P2936
Q148,Q3503800,P2936
Q148,Q2827749,P2936
Q148,Q6961032,P2936
Q148,Q8073523,P2936
Q148,Q5209052,P2936
Q148,Q7049385,P2936
Q148,Q2879238,P2936
Q148,Q7093790,P2936
Q148,Q2904868,P2936
Q148,Q2945610,P2936
Q148,Q7188378,P2936
Q148,Q2964447,P2936
Q148,Q5380858,P2936
Q148,Q3616358,P2936
Q148,Q7187103,P2936
Q148,Q7187058,P2936
Q148,Q2936935,P2936
Q148,Q10949828,P2936
Q148,Q9040772,P2936
Q148,Q7408902,P2936
Q148,Q7409269,P2936
Q148,Q5548692,P2936
Q148,Q3033554,P2936
Q148,Q11251864,P2936
Q148,Q11163308,P2936
Q148,Q11159532,P2936
Q148,Q5873537,P2936
Q148,Q3042189,P2936
Q148,Q3120647,P2936
Q148,Q3118757,P2936
Q148,Q3112388,P2936
Q148,Q7418287,P2936
Q148,Q3092284,P2936
Q148,Q3092293,P2936
Q148,Q3141783,P2936
Q148,Q3182570,P2936
Q148,Q3915716,P2936
Q148,Q7560736,P2936
Q148,Q7542773,P2936
Q148,Q3178570,P2936
Q148,Q7675751,P2936
Q148,Q3194984,P2936
Q148,Q7786695,P2936
Q148,Q7796015,P2936
Q148,Q3027879,P2936
Q148,Q6401849,P2936
Q148,Q4737539,P2936
Q148,Q3280623,P2936
Q148,Q6377155,P2936
Q148,Q4700657,P2936
Q148,Q12952417,P2936
Q148,Q6428686,P2936
Q148,Q6440952,P2936
Q148,Q6441084,P2936
Q148,Q6441074,P2936
Q148,Q3307894,P2936
Q148,Q3320659,P2936
Q148,Q3361723,P2936
Q148,Q6493203,P2936
Q148,Q6485577,P2936
Q148,Q6505073,P2936
Q148,Q6482736,P2936
Q148,Q6480756,P2936
Q148,Q8048537,P2936
Q148,Q8055032,P2936
Q148,Q8054983,P2936
Q148,Q35100,P2936
Q148,Q14468943,P2936
Q148,Q3359940,P2936
Q148,Q8057765,P2936
Q148,Q56440,P2936
Q148,Q56435,P2936
Q148,Q56441,P2936
Q148,Q56452,P2936
Q148,Q56412,P2936
Q148,Q56413,P2936
Q148,Q56480,P2936
Q148,Q56479,P2936
Q148,Q56406,P2936
Q148,Q56400,P2936
Q148,Q12953327,P2936
Q148,Q56407,P2936
Q148,Q13634282,P2936
Q148,Q6583606,P2936
Q148,Q13848149,P2936
Q148,Q56411,P2936
Q148,Q12953329,P2936
Q148,Q56509,P2936
Q148,Q56551,P2936
Q148,Q56546,P2936
Q148,Q56583,P2936
Q148,Q56559,P2936
Q148,Q56563,P2936
Q148,Q56582,P2936
Q148,Q16999095,P2936
Q148,Q56643,P2936
Q148,Q56601,P2936
Q148,Q35386,P2936
Q148,Q35379,P2936
Q148,Q56594,P2936
Q148,Q19597674,P2936
Q148,Q56854,P2936
Q148,Q56842,P2936
Q148,Q56848,P2936
Q148,Q56844,P2936
Q148,Q57000,P2936
Q148,Q56996,P2936
Q148,Q7850,P2936
Q148,Q35780,P2936
Q148,Q56921,P2936
Q148,Q56516,P2936
Q148,Q36455,P2936
Q148,Q36457,P2936
Q148,Q9192,P2936
Q148,Q9199,P2936
Q148,Q36495,P2936
Q148,Q9255,P2936
Q148,Q36612,P2936
Q148,Q36556,P2936
Q148,Q9252,P2936
Q148,Q36948,P2936
Q148,Q56334,P2936
Q148,Q56337,P2936
Q148,Q56332,P2936
Q148,Q56325,P2936
Q148,Q56299,P2936
Q148,Q13263,P2936
Q148,Q13216,P2936
Q148,Q13223,P2936
Q148,Q36840,P2936
Q148,Q13220,P2936
Q148,Q27927,P2936
Q148,Q32430,P2936
Q148,Q32947,P2936
Q148,Q32983,P2936
Q148,Q33375,P2936
Q148,Q33335,P2936
Q148,Q30004,P2936
Q148,Q29902,P2936
Q148,Q33332,P2936
Q148,Q33627,P2936
Q148,Q33475,P2936
Q148,Q33638,P2936
Q148,Q33873,P2936
Q148,Q34224,P2936
Q148,Q34133,P2936
Q148,Q34235,P2936
Q148,Q33963,P2936
Q148,Q34214,P2936
Q148,Q34271,P2936
Q148,Q34290,P2936
Q148,Q2874642,P2936
Q148,Q2929025,P2936
Q148,Q3403245,P2936
Q148,Q3138831,P2936
Q148,Q3138829,P2936
Q148,Q3403246,P2936
Q148,Q3363719,P2936
Q148,Q3307901,P2936
Q148,Q3100264,P2936
Q148,Q3572191,P2936
Q148,Q8843040,P2936
Q148,Q8842159,P2936
Q148,Q11092831,P2936
Q148,Q12626798,P2936
Q148,Q12633994,P2936
Q148,Q12642165,P2936
Q148,Q12633989,P2936
Q148,Q12952691,P2936
Q148,Q12952740,P2936
Q148,Q12953334,P2936
Q148,Q12953336,P2936
Q148,Q12953326,P2936
Q148,Q12953333,P2936
Q148,Q12953229,P2936
Q148,Q12953328,P2936
Q148,Q12953325,P2936
Q148,Q12953561,P2936
Q148,Q12953562,P2936
Q148,Q12953564,P2936
Q148,Q12953560,P2936
Q148,Q12953797,P2936
Q148,Q12953558,P2936
Q148,Q12953559,P2936
Q148,Q12953565,P2936
Q148,Q12953563,P2936
Q148,Q12953554,P2936
Q148,Q14240916,P2936
Q148,Q16109994,P2936
Q148,Q16115619,P2936
Q148,Q17284874,P2936
Q148,Q17195499,P2936
Q148,Q17651534,P2936
Q148,Q17651540,P2936
Q148,Q17651536,P2936
Q148,Q17651542,P2936
Q148,Q20527363,P2936
Q148,Q20527417,P2936
Q148,Q21658869,P2936
Q148,Q25559454,P2936
Q148,Q25559442,P2936
Q148,Q25559457,P2936
Q148,Q25559603,P2936
Q148,Q25559440,P2936
Q148,Q25559456,P2936
Q148,Q25559419,P2936
Q148,Q30334841,P2936
Q148,Q31204090,P2936
Q148,Q27478542,P2936
Q148,Q27431376,P2936
Q148,Q27434946,P2936
Q148,Q27144776,P2936
Q148,Q27431369,P2936
Q148,Q33522157,P2936
Q148,Q36211907,P2936
Q148,Q33590104,P2936
Q148,Q42310421,P2936
Q148,Q48565467,P2936
Q148,Q48565339,P2936
Q148,Q56826369,P2936
Q148,Q56751275,P2936
Q148,Q57259564,P2936
Q148,Q63284284,P2936
Q148,Q63308004,P2936
Q148,Q63340714,P2936
Q148,Q63341349,P2936
Q148,Q63341239,P2936
Q148,Q63213949,P2936
Q148,Q63341181,P2936
Q148,Q63341346,P2936
Q148,Q63341260,P2936
Q148,Q63341278,P2936
Q148,Q36586,P2936
Q148,1842,P3864
Q148,1843,P3864
Q148,1844,P3864
Q148,1845,P3864
Q148,1846,P3864
Q148,Q148,P17
Q148,1847,P7012
Q148,1848,P2927
Q148,1849,P1296
Q148,1850,P6766
Q148,1851,P5002
Q148,1852,P7157
Q148,1853,P6849
Q148,Q795464,P1344
Q148,Q2720495,P1344
Q148,Q83493046,P1344
Q148,1854,P7301
Q148,1855,P989
Q148,1856,P989
Q148,1857,P1245
Q148,1858,P7422
Q148,1859,P3067
Q148,Q645917,P2596
Q148,1860,P7820
Q148,1861,P6760
Q148,1862,P6058
Q148,1863,P7870
Q148,Q8607339,P7867
Q148,1864,P6404
Q148,1865,P2855
Q148,1866,P7818
Q148,1867,P7829
Q148,1868,P7827
Q148,1869,P7832
Q148,1870,P7822
Q148,1871,P6366
Q148,1872,P443
Q148,1873,P443
Q148,1874,P7859
Q148,1875,P7859
Q148,1876,P5437
Q148,1877,P6900
Q148,1878,P6150
Q148,1879,P18
Q148,1880,P1451
Q148,1881,P8408
Q148,1882,P8406
Q148,1883,P8477
Q148,1884,P8477
Q148,1885,P8477
Q148,1886,P8477
Q148,1887,P8477
Q148,1888,P8477
Q148,1889,P8477
Q148,1890,P8477
Q148,1891,P8476
Q148,1892,P8476
Q148,1893,P8476
Q148,1894,P8476
Q148,1895,P8476
Q148,1896,P8476
Q148,1897,P8476
Q148,1898,P8476
Q148,1899,P5843
Q148,1900,P8519
Q148,1901,P8483
Q148,1902,P5063
Q148,1903,P6200
Q148,1904,P902
Q148,1905,P1438
Q148,1906,P7502
Q148,1907,P5456
Q148,Q209380,P8744
Q148,1908,P8974
Q148,1909,P4527
Q148,1910,P9037
Q148,1911,P5587
Q148,1912,P9100
Q148,1913,P8814
Q148,Q1981379,P9241
Q148,1914,P9223
Q148,1915,P9293
Q148,1916,P7471
Q148,1917,P5739
Q148,Q200800,P92
Q148,1918,P9368
Q148,1919,P6293
Q148,1920,P9318
Q148,1921,P8309
Q148,1922,P7850
Q148,1923,P7960
Q148,1924,P4613
Q148,1925,P8217
Q155,1926,P2924
Q155,1927,P268
Q155,1928,P1082
Q155,1929,P1667
Q155,Q6062964,P1151
Q155,1930,P1333
Q155,Q1077885,P1546
Q155,Q7112209,P5125
Q155,1931,P349
Q155,Q173117,P38
Q155,1932,P3221
Q155,Q2995285,P172
Q155,Q2587830,P172
Q155,Q388315,P172
Q155,Q3624751,P172
Q155,Q1363781,P172
Q155,1933,P1566
Q155,1934,P227
Q155,1935,P487
Q155,Q9069439,P1792
Q155,Q25648833,P2852
Q155,Q25648834,P2852
Q155,Q25648835,P2852
Q155,1936,P3916
Q155,Q1378312,P2853
Q155,Q1653438,P2853
Q155,1937,P395
Q155,1938,P1335
Q155,Q1771875,P2633
Q155,1939,P298
Q155,Q5176750,P1313
Q155,1940,P5337
Q155,1941,P3417
Q155,Q2469225,P417
Q155,Q155,P17
Q155,1942,P486
Q155,Q21286972,P2959
Q155,1943,P3743
Q155,Q512187,P122
Q155,Q188759,P122
Q155,Q49892,P122
Q155,1944,P982
Q155,Q10265921,P832
Q155,Q10382660,P832
Q155,Q47499,P832
Q155,Q2086665,P832
Q155,Q1033140,P832
Q155,Q19809,P832
Q155,1945,P832
Q155,1946,P832
Q155,Q3174312,P1552
Q155,1947,P94
Q155,1948,P2573
Q155,1949,P3422
Q155,Q414,P530
Q155,Q258,P530
Q155,Q183,P530
Q155,Q916,P530
Q155,Q399,P530
Q155,Q408,P530
Q155,Q244,P530
Q155,Q962,P530
Q155,Q750,P530
Q155,Q1011,P530
Q155,Q16,P530
Q155,Q298,P530
Q155,Q800,P530
Q155,Q739,P530
Q155,Q423,P530
Q155,Q241,P530
Q155,Q35,P530
Q155,Q79,P530
Q155,Q30,P530
Q155,Q736,P530
Q155,Q29,P530
Q155,Q142,P530
Q155,Q983,P530
Q155,Q734,P530
Q155,Q41,P530
Q155,Q790,P530
Q155,Q783,P530
Q155,Q801,P530
Q155,Q668,P530
Q155,Q252,P530
Q155,Q794,P530
Q155,Q796,P530
Q155,Q17,P530
Q155,Q766,P530
Q155,Q96,P530
Q155,Q822,P530
Q155,Q1029,P530
Q155,Q1033,P530
Q155,Q219060,P530
Q155,Q733,P530
Q155,Q843,P530
Q155,Q419,P530
Q155,Q36,P530
Q155,Q45,P530
Q155,Q145,P530
Q155,Q213,P530
Q155,Q159,P530
Q155,Q1049,P530
Q155,Q1016,P530
Q155,Q403,P530
Q155,Q958,P530
Q155,Q574,P530
Q155,Q43,P530
Q155,Q212,P530
Q155,Q458,P530
Q155,Q7159,P530
Q155,Q77,P530
Q155,Q717,P530
Q155,Q917,P530
Q155,Q148,P530
Q155,Q38,P530
Q155,Q184,P530
Q155,Q730,P530
Q155,Q242,P530
Q155,Q833,P530
Q155,Q865,P530
Q155,Q928,P530
Q155,Q974,P530
Q155,Q34,P530
Q155,Q884,P530
Q155,Q902,P530
Q155,Q230,P530
Q155,Q29999,P530
Q155,Q953,P530
Q155,Q28,P530
Q155,1950,P571
Q155,1951,P4212
Q155,Q5176750,P1906
Q155,1952,P935
Q155,Q949699,P194
Q155,Q217230,P155
Q155,Q2088324,P155
Q155,Q211967,P2184
Q155,1953,P1296
Q155,1954,P1190
Q155,1955,P3911
Q155,Q5146,P37
Q155,Q217230,P1365
Q155,1956,P3984
Q155,Q18,P30
Q155,Q2844,P36
Q155,1957,P856
Q155,Q188320,P237
Q155,1958,P3271
Q155,1959,P3896
Q155,1960,P949
Q155,1961,P6058
Q155,1962,P402
Q155,Q5460604,P5008
Q155,Q54439832,P5008
Q155,Q15304953,P5008
Q155,1963,P3068
Q155,1964,P2004
Q155,1965,P1332
Q155,1966,P1334
Q155,1967,P691
Q155,1968,P906
Q155,1969,P2258
Q155,1970,P4841
Q155,1971,P2979
Q155,1972,P1225
Q155,1973,P297
Q155,1974,P3270
Q155,Q414,P47
Q155,Q750,P47
Q155,Q3769,P47
Q155,Q734,P47
Q155,Q733,P47
Q155,Q419,P47
Q155,Q730,P47
Q155,Q77,P47
Q155,Q717,P47
Q155,Q739,P47
Q155,Q142,P47
Q155,1975,P41
Q155,1976,P3000
Q155,Q11279,P910
Q155,Q10304982,P35
Q155,Q806186,P1304
Q155,Q8328528,P1791
Q155,1977,P242
Q155,1978,P242
Q155,1979,P1617
Q155,1980,P2997
Q155,1981,P1036
Q155,1982,P1081
Q155,1983,P2046
Q155,1984,P3612
Q155,1985,P984
Q155,Q1065,P463
Q155,Q4230,P463
Q155,Q4264,P463
Q155,Q7825,P463
Q155,Q19771,P463
Q155,Q182500,P463
Q155,Q838116,P463
Q155,Q1570993,P463
Q155,Q1484463,P463
Q155,Q1045401,P463
Q155,Q602399,P463
Q155,Q607301,P463
Q155,Q10283557,P463
Q155,Q467938,P463
Q155,Q535086,P463
Q155,Q943105,P463
Q155,Q2836400,P463
Q155,Q47539,P463
Q155,Q605595,P463
Q155,Q499151,P463
Q155,Q1025959,P463
Q155,Q7817,P463
Q155,Q17495,P463
Q155,Q47488,P463
Q155,Q8475,P463
Q155,Q123759,P463
Q155,Q151991,P463
Q155,Q191384,P463
Q155,Q827525,P463
Q155,Q656801,P463
Q155,Q1043527,P463
